component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Steering,M-555,53.55,0.51,218.63,23.45,140.43,0,55.15,131.97,97.76,0
Seat Belt,M-299,43.66,0.68,247.86,30.79,160.31,0,45.73,228.4,87.56,0
Steering,M-706,58.95,0.46,195.09,29.41,107.21,0,83.87,131.46,82.11,0
Steering,M-603,66.54,3.09,90.07,18.51,89.25,3,22.89,245.04,82.93,0
Seat Belt,M-815,41.54,2.01,174.14,23.62,178.44,0,80.55,95.25,94.07,0
Seat Belt,M-435,59.09,3.99,126.08,47.58,67.7,5,35.37,333.77,90.95,0
Airbag,M-556,58.66,4.69,245.05,22.54,153.81,3,46.49,154.92,93.23,0
Occupant Safety,M-560,85.41,0.24,230.03,22.07,99.56,3,76.59,224.34,88.95,0
Seat Belt,M-407,58.68,3.71,222.69,37.27,96.01,4,48.7,87.17,91.23,0
Occupant Safety,M-563,51.25,2.57,114.89,18.46,178.85,0,30.32,176.48,94.55,0
Occupant Safety,M-384,96.77,0.99,174.74,34.94,143.4,2,53.17,253.19,94.71,0
Airbag,M-827,93.95,1.07,179.58,9.5,50.93,1,37.78,344.73,80.47,0
Airbag,M-136,91.7,0.5,128.36,8.2,164.59,2,28.68,213.22,96.63,0
Airbag,M-567,94.4,3.68,207.88,31.79,112.18,6,38.76,229.19,88.68,1
Airbag,M-134,39.16,4.73,171.76,10.76,170.15,2,72.14,54.25,88.11,0
Occupant Safety,M-507,37.91,4.19,133.21,19.36,119.12,3,62.49,113.52,98.33,0
Airbag,M-221,52.28,3.08,204.46,29.86,121.08,4,36.86,259.63,80.04,0
Seat Belt,M-410,76.78,0.59,89.62,19.66,164.43,0,39.79,373.84,96.48,0
Steering,M-622,93.23,3.71,160.23,46.89,199.32,9,67.5,180.78,81.29,2
Seat Belt,M-583,66.9,1.47,160.72,24.98,158.71,0,76.92,127.34,83.33,0
Seat Belt,M-393,41.91,4.99,63.86,10.99,77.24,3,61.29,266.96,85.73,0
Seat Belt,M-715,74.05,2.11,142.71,26.23,123.76,0,73.89,272.68,87.71,0
Airbag,M-243,43.9,2.87,122.91,18.82,79.8,0,79.21,173.56,82.17,0
Occupant Safety,M-894,30.5,0.31,176.31,15.24,79.19,0,45.97,208.05,85.94,0
Steering,M-901,97.3,4.41,139.07,21.71,56.16,6,43.88,278.96,93.12,2
Seat Belt,M-171,95.91,0.84,139.26,45.71,50.97,4,63.6,102.17,93.57,1
Airbag,M-696,34.98,3.73,143.44,32.28,179.87,2,81.49,231.68,95.53,0
Airbag,M-269,88.34,4.11,171.38,47.17,163.38,7,42.39,380.51,92.38,2
Occupant Safety,M-857,36.33,3.78,68.22,27.47,193.4,3,72.47,222.67,98.8,0
Airbag,M-942,53.0,3.67,225.71,40.29,163.36,5,48.85,120.17,86.88,0
Airbag,M-175,55.12,0.47,111.09,16.96,94.43,0,24.67,334.45,98.83,0
Airbag,M-200,26.95,3.15,169.8,16.43,98.46,1,64.76,300.45,86.36,0
Occupant Safety,M-827,40.46,1.81,166.9,19.9,64.88,0,36.46,326.57,95.11,0
Occupant Safety,M-374,25.02,4.1,117.83,35.57,101.55,1,74.1,230.79,80.39,0
Occupant Safety,M-431,99.16,2.21,114.13,43.55,61.22,6,70.84,185.82,95.54,2
Steering,M-971,40.55,2.95,214.29,33.42,127.35,0,72.32,96.21,81.92,0
Steering,M-572,54.67,2.57,111.79,23.96,82.88,0,32.33,347.94,90.17,0
Seat Belt,M-100,58.27,3.17,154.96,15.6,180.01,2,53.67,239.86,82.72,0
Steering,M-828,95.95,3.38,215.55,9.28,57.42,4,29.62,196.45,91.78,0
Airbag,M-657,64.36,3.29,202.55,28.11,199.1,3,86.79,263.12,90.85,0
Seat Belt,M-659,57.05,3.39,65.03,23.19,143.27,1,77.51,92.6,88.73,0
Seat Belt,M-125,97.35,4.63,138.26,15.36,114.63,7,84.96,283.66,89.32,2
Occupant Safety,M-824,38.76,3.4,226.58,6.31,61.99,1,52.59,69.15,90.37,0
Seat Belt,M-726,50.72,2.91,187.55,5.66,143.15,0,40.34,368.0,87.56,0
Seat Belt,M-274,50.1,4.65,130.25,34.37,78.64,4,27.25,211.25,89.54,0
Airbag,M-157,85.6,1.97,197.97,12.02,179.27,2,47.93,327.2,81.53,0
Occupant Safety,M-243,51.75,1.02,74.27,13.15,161.19,0,84.64,188.98,98.15,0
Airbag,M-186,96.8,0.94,176.4,37.8,121.27,2,62.05,156.26,91.09,0
Seat Belt,M-732,59.96,1.1,232.33,24.05,131.17,0,80.36,87.51,91.11,0
Airbag,M-963,29.32,4.05,236.85,14.87,121.75,4,23.78,322.48,85.88,0
Airbag,M-167,64.8,1.3,194.51,28.2,172.41,0,33.79,217.03,91.57,0
Seat Belt,M-847,28.52,4.8,208.65,11.15,169.2,3,45.86,313.58,94.32,0
Steering,M-667,96.23,3.16,57.6,49.58,124.64,4,33.5,215.58,93.44,1
Airbag,M-797,40.18,0.68,199.47,17.24,131.28,0,34.25,336.86,98.47,0
Seat Belt,M-650,81.42,0.95,160.94,13.73,157.29,3,56.13,233.4,91.56,0
Steering,M-664,74.39,2.21,219.83,22.88,166.5,0,34.91,213.67,87.74,0
Airbag,M-609,74.76,2.94,74.74,43.69,74.99,2,65.84,154.32,81.91,0
Seat Belt,M-635,92.17,2.97,74.17,33.5,110.88,1,43.15,390.48,96.55,0
Steering,M-782,72.87,0.44,210.66,39.26,129.7,0,53.12,133.74,80.42,0
Steering,M-711,43.0,2.76,170.01,8.54,136.17,0,20.42,310.06,99.01,0
Occupant Safety,M-953,64.41,4.98,96.81,5.93,81.29,3,35.37,136.69,86.58,0
Seat Belt,M-623,55.75,0.52,81.1,23.23,151.16,0,88.76,211.43,89.64,0
Seat Belt,M-139,78.35,4.36,104.9,8.76,123.36,1,28.84,149.04,84.6,0
Occupant Safety,M-558,80.48,0.14,225.04,36.59,138.33,1,79.58,372.41,85.76,0
Airbag,M-185,34.44,1.8,216.81,41.08,126.42,2,40.24,329.22,94.99,0
Airbag,M-262,47.1,4.96,70.28,9.94,71.21,4,31.96,65.28,94.31,0
Airbag,M-534,94.34,2.67,196.86,8.8,113.78,2,85.17,239.24,96.74,0
Airbag,M-828,69.96,2.86,137.57,12.16,63.78,0,79.81,78.61,89.64,0
Occupant Safety,M-613,69.65,0.17,212.44,19.75,158.42,0,21.68,199.31,83.33,0
Seat Belt,M-980,53.55,4.44,160.77,17.75,108.3,3,84.98,217.82,81.65,0
Airbag,M-714,31.45,2.32,89.43,41.59,83.49,3,32.9,205.73,90.04,0
Occupant Safety,M-370,55.62,2.98,240.41,23.82,129.56,0,63.4,148.87,82.76,0
Seat Belt,M-559,69.95,0.25,243.75,33.62,89.32,0,43.13,139.74,81.38,0
Occupant Safety,M-371,45.59,4.6,102.88,6.53,162.46,3,76.7,317.88,81.35,0
Seat Belt,M-721,88.12,0.87,52.73,11.42,109.61,1,36.88,70.26,95.48,0
Seat Belt,M-180,34.25,3.32,72.42,39.7,63.71,3,59.65,214.03,95.93,0
Occupant Safety,M-427,54.22,3.02,80.79,35.64,59.18,1,89.66,194.08,99.81,0
Airbag,M-613,87.91,1.82,213.76,7.75,147.22,2,88.51,155.33,81.27,0
Occupant Safety,M-455,98.87,0.32,128.74,8.29,72.31,1,61.04,290.4,80.83,0
Steering,M-250,34.05,3.51,245.48,14.69,187.81,2,25.26,257.68,85.73,0
Occupant Safety,M-200,90.36,3.44,98.57,11.06,168.93,6,32.9,331.64,94.64,1
Occupant Safety,M-255,69.12,4.29,199.2,44.68,113.33,6,80.18,290.54,82.76,2
Occupant Safety,M-398,78.69,2.57,105.62,31.89,163.77,0,59.67,377.0,98.66,0
Seat Belt,M-807,50.88,4.59,119.15,19.6,115.68,3,31.08,361.11,92.92,0
Airbag,M-587,49.68,4.48,72.31,28.39,50.82,1,53.07,122.2,81.97,0
Airbag,M-616,91.45,4.69,167.83,11.62,96.62,6,46.34,364.59,86.35,2
Seat Belt,M-915,45.34,0.87,214.02,7.19,112.5,0,71.23,148.88,90.9,0
Airbag,M-602,94.82,4.7,80.08,45.22,185.76,6,79.88,243.94,83.86,2
Steering,M-826,70.52,3.09,130.33,18.82,126.68,1,65.0,192.81,87.9,0
Occupant Safety,M-919,57.02,4.37,199.14,39.94,115.21,4,80.11,385.31,83.19,0
Occupant Safety,M-564,91.26,0.84,56.21,17.01,149.51,3,38.19,248.67,87.33,0
Airbag,M-832,70.72,0.91,138.21,33.47,77.54,0,64.46,271.57,82.78,0
Seat Belt,M-790,44.23,2.72,64.38,26.18,124.29,0,20.4,230.22,90.7,0
Occupant Safety,M-297,43.67,3.54,199.94,29.54,169.83,2,21.91,185.64,93.02,0
Airbag,M-217,54.6,0.4,53.88,35.95,142.9,0,65.89,169.96,91.11,0
Steering,M-844,25.11,4.37,196.7,20.17,66.46,3,53.47,94.35,83.84,0
Seat Belt,M-492,46.19,2.05,184.56,7.92,64.74,0,78.43,125.04,93.66,0
Airbag,M-924,35.26,4.61,58.84,49.72,119.19,4,77.15,51.52,80.2,1
Steering,M-569,42.57,2.73,240.82,28.11,81.41,0,77.41,387.47,95.72,0
Steering,M-263,78.57,4.74,52.48,10.64,190.88,3,34.75,140.3,96.76,0
Occupant Safety,M-498,99.97,0.4,207.35,24.48,63.89,1,48.98,152.27,93.17,0
Occupant Safety,M-245,74.4,2.71,121.92,46.59,86.81,2,32.1,72.42,97.23,0
Steering,M-770,88.02,4.7,246.68,27.49,197.54,3,76.74,104.11,82.02,1
Occupant Safety,M-831,45.85,4.19,133.67,32.19,94.13,4,83.47,112.05,94.26,0
Airbag,M-666,40.9,1.83,110.87,9.93,104.51,0,75.72,243.59,82.3,0
Seat Belt,M-396,56.0,1.86,237.83,5.93,76.49,0,82.64,252.4,91.92,0
Seat Belt,M-760,72.77,0.73,208.86,19.31,177.57,0,62.99,226.48,87.62,0
Seat Belt,M-563,63.68,2.98,150.79,12.21,81.48,0,39.39,196.89,93.64,0
Occupant Safety,M-746,36.6,2.17,220.38,12.44,104.82,0,82.91,347.24,92.39,0
Airbag,M-939,84.28,1.58,245.72,43.72,154.17,2,88.93,399.27,91.98,1
Airbag,M-646,98.38,1.27,57.58,37.5,76.58,3,35.85,112.97,88.51,0
Steering,M-295,51.83,0.15,170.79,23.98,106.14,0,26.8,99.83,85.18,0
Occupant Safety,M-859,89.65,4.95,140.82,34.65,177.87,3,67.67,123.16,90.37,1
Seat Belt,M-856,38.35,1.14,114.49,39.71,168.2,0,37.89,307.47,87.33,0
Airbag,M-929,72.43,1.68,62.32,14.32,102.74,0,76.98,346.4,99.7,0
Steering,M-712,71.43,3.49,105.53,28.21,126.33,3,25.49,334.83,89.64,0
Steering,M-682,57.27,3.96,227.43,17.85,187.19,4,33.82,354.05,82.76,0
Airbag,M-782,86.73,3.65,87.72,35.23,60.33,4,39.6,57.27,91.87,0
Occupant Safety,M-837,86.13,4.37,152.65,16.01,134.66,3,55.07,217.97,86.45,1
Steering,M-362,26.94,2.44,174.46,42.49,153.75,2,71.55,75.62,92.49,0
Occupant Safety,M-471,59.92,3.38,239.21,23.81,186.97,1,40.8,361.05,83.87,0
Airbag,M-544,56.57,3.58,111.41,35.81,87.03,1,52.93,347.15,92.03,0
Steering,M-454,44.9,0.66,173.03,10.24,70.09,0,56.16,349.88,85.39,0
Seat Belt,M-662,73.54,0.64,116.0,16.66,167.54,0,28.03,295.5,93.09,0
Occupant Safety,M-222,83.44,1.41,245.07,9.16,76.57,2,70.05,176.08,89.29,0
Steering,M-767,68.21,3.42,113.26,5.75,53.24,2,88.39,57.13,96.95,0
Occupant Safety,M-889,69.35,3.68,152.5,20.02,129.73,3,32.79,335.54,91.25,0
Seat Belt,M-726,37.98,1.27,102.09,41.08,171.28,1,23.84,124.31,86.66,0
Steering,M-423,56.22,2.65,207.36,26.17,191.34,0,45.5,284.99,81.46,0
Seat Belt,M-340,58.14,2.89,216.76,29.67,164.08,0,29.89,379.06,84.07,0
Steering,M-806,93.46,1.79,195.7,35.55,157.88,1,59.32,182.03,94.55,0
Seat Belt,M-959,94.69,4.99,182.35,17.89,188.94,4,86.7,109.86,90.26,1
Seat Belt,M-487,30.69,0.87,75.1,28.95,100.87,0,69.66,132.5,99.2,0
Steering,M-871,77.29,3.24,81.41,43.91,180.93,4,51.92,207.83,98.49,0
Occupant Safety,M-486,84.94,2.41,103.83,32.85,140.25,1,68.14,138.93,84.26,0
Seat Belt,M-140,86.03,2.45,243.81,12.1,154.06,1,36.84,301.47,84.8,0
Seat Belt,M-466,64.01,0.14,51.6,48.2,67.73,3,23.3,349.76,90.91,0
Seat Belt,M-753,60.56,0.68,146.86,7.89,104.41,0,66.28,193.33,94.01,0
Occupant Safety,M-793,62.47,1.4,62.25,11.31,159.81,0,79.21,186.65,82.55,0
Steering,M-706,58.67,2.68,66.4,27.28,112.99,0,48.39,187.86,88.0,0
Airbag,M-293,55.33,0.29,124.21,45.94,199.52,2,36.4,379.01,97.08,0
Seat Belt,M-845,86.6,4.53,133.61,26.21,196.17,3,58.08,325.34,84.75,1
Airbag,M-522,92.91,0.49,230.29,46.1,97.46,6,25.51,64.07,97.41,2
Seat Belt,M-245,44.22,0.34,207.26,39.02,97.1,0,64.93,323.05,88.09,0
Steering,M-807,85.26,4.64,150.52,21.1,56.63,5,36.45,319.83,82.55,1
Seat Belt,M-291,36.27,3.05,57.16,17.93,113.74,3,60.86,328.13,88.84,0
Steering,M-903,91.09,3.2,212.74,26.55,135.94,5,29.55,345.48,82.38,0
Airbag,M-872,89.0,3.93,81.89,33.61,120.49,7,24.42,373.22,90.74,1
Occupant Safety,M-665,56.18,3.62,206.55,16.78,55.45,1,37.42,240.56,90.61,0
Occupant Safety,M-835,32.55,4.67,162.07,34.47,52.99,1,59.31,57.02,98.96,0
Seat Belt,M-868,55.98,3.9,199.17,47.39,119.43,3,21.86,241.42,98.85,0
Airbag,M-553,78.89,2.01,148.62,22.26,144.51,0,83.92,160.89,96.68,0
Steering,M-857,81.56,0.77,161.97,8.53,179.3,1,62.66,173.7,93.78,0
Airbag,M-763,25.81,2.47,73.68,13.5,114.62,0,48.51,321.26,97.24,0
Seat Belt,M-292,62.41,2.36,138.08,36.64,187.16,0,31.53,338.86,89.52,0
Seat Belt,M-180,59.58,3.06,227.85,5.55,117.65,4,36.25,111.13,95.36,0
Steering,M-243,51.21,1.55,145.22,34.9,127.13,0,75.93,137.23,83.95,0
Steering,M-980,46.72,1.79,161.77,36.4,172.7,0,28.07,157.07,84.62,0
Steering,M-954,37.8,2.61,211.7,33.37,107.19,0,27.38,222.64,83.87,0
Seat Belt,M-583,87.6,1.1,158.8,34.47,91.9,1,47.27,80.79,87.95,0
Occupant Safety,M-528,29.39,0.17,224.61,49.99,138.32,3,30.54,376.1,87.73,0
Airbag,M-786,53.18,4.45,182.25,25.1,50.45,4,49.13,277.61,99.21,0
Seat Belt,M-383,34.74,3.98,76.37,44.04,61.27,3,53.22,292.87,94.4,0
Occupant Safety,M-161,45.44,0.84,52.4,21.71,190.07,0,83.12,386.36,88.95,0
Seat Belt,M-353,26.36,2.58,175.72,5.63,60.68,0,36.61,54.83,83.0,0
Steering,M-592,83.59,3.13,88.52,5.75,194.45,5,25.49,366.39,92.22,0
Occupant Safety,M-224,89.37,3.96,105.75,37.41,106.87,2,25.89,300.49,80.18,0
Steering,M-444,25.03,2.62,178.94,30.08,86.61,0,31.14,205.42,86.0,0
Steering,M-427,94.31,4.84,222.93,21.01,109.14,5,47.73,381.56,86.01,1
Occupant Safety,M-902,89.14,2.97,248.56,49.01,62.21,3,30.34,255.94,86.92,1
Occupant Safety,M-369,29.47,3.17,50.84,38.36,89.61,3,35.05,60.38,83.61,0
Airbag,M-717,91.19,0.98,193.31,7.4,92.04,1,77.86,278.86,82.58,0
Occupant Safety,M-549,86.03,3.79,157.35,36.37,197.28,5,31.76,241.13,94.71,0
Airbag,M-627,58.71,4.07,61.99,46.47,139.99,4,82.82,163.5,85.53,1
Airbag,M-573,60.11,3.65,54.39,23.96,60.22,1,80.46,258.75,96.08,0
Airbag,M-913,89.22,2.16,120.76,11.86,51.48,2,88.95,334.14,97.84,0
Occupant Safety,M-480,68.67,4.73,212.79,44.73,105.41,6,38.16,113.22,87.15,2
Airbag,M-790,26.22,0.92,164.98,35.81,66.47,0,67.54,354.38,95.88,0
Steering,M-364,81.2,1.33,224.07,13.31,113.74,3,41.79,219.94,85.01,0
Seat Belt,M-888,48.55,3.27,121.9,10.43,57.09,3,21.54,77.32,80.31,0
Occupant Safety,M-640,75.74,4.86,82.7,25.85,172.04,2,33.41,361.0,89.55,0
Steering,M-872,99.07,0.44,173.57,13.07,66.04,2,80.77,146.46,94.55,0
Airbag,M-973,99.8,2.46,248.51,28.1,93.61,2,27.33,198.68,88.18,0
Occupant Safety,M-147,88.05,0.89,63.56,17.86,144.63,2,75.31,89.33,84.34,0
Airbag,M-995,90.02,1.87,140.29,8.5,176.14,3,67.98,241.63,93.4,0
Airbag,M-140,85.21,1.48,193.17,40.94,120.97,5,71.76,331.62,95.26,1
Steering,M-490,46.25,3.59,243.35,7.08,86.08,4,58.31,198.17,93.58,0
Occupant Safety,M-466,31.31,1.76,103.2,18.68,58.83,0,85.2,292.99,87.98,0
Airbag,M-164,60.16,3.44,229.2,18.38,151.99,1,50.98,240.92,91.58,0
Airbag,M-444,33.43,2.34,61.05,19.71,169.82,0,55.4,261.7,89.69,0
Seat Belt,M-270,61.69,2.31,107.89,43.64,52.32,1,83.75,192.49,86.46,0
Occupant Safety,M-156,77.04,2.5,210.48,38.29,193.72,0,29.71,78.31,87.83,0
Occupant Safety,M-686,91.82,4.71,204.96,45.83,137.2,8,66.63,243.37,98.8,2
Occupant Safety,M-278,86.26,1.82,232.09,9.0,61.74,3,20.83,389.83,96.13,0
Steering,M-351,48.95,1.03,197.56,21.09,147.05,0,45.83,333.98,84.64,0
Occupant Safety,M-573,51.69,4.12,54.32,13.95,159.18,1,80.22,262.85,92.93,0
Airbag,M-841,89.45,3.51,91.69,31.2,89.39,4,89.4,290.25,97.25,0
Airbag,M-441,62.13,1.35,103.2,39.81,87.67,0,85.83,188.85,98.94,0
Seat Belt,M-448,94.42,4.91,143.0,11.16,71.06,7,48.72,336.22,88.33,2
Occupant Safety,M-550,41.08,4.21,225.63,31.66,54.44,2,30.1,147.07,89.93,0
Seat Belt,M-202,28.36,3.79,208.65,47.19,95.81,5,57.76,324.84,95.8,0
Occupant Safety,M-203,84.71,2.37,102.29,6.88,177.36,1,34.04,169.62,94.14,0
Occupant Safety,M-787,64.05,4.86,235.35,36.2,109.19,2,64.71,229.61,99.91,0
Steering,M-506,96.76,1.77,223.27,24.21,185.92,2,62.91,64.17,86.11,0
Steering,M-802,53.07,3.25,180.75,30.36,110.44,4,42.9,158.8,84.31,0
Airbag,M-573,26.93,2.13,129.13,23.93,175.5,0,40.14,127.16,81.33,0
Airbag,M-553,41.69,3.96,163.52,6.73,132.77,4,80.56,370.3,91.48,0
Steering,M-922,63.19,1.53,237.59,35.76,171.08,0,40.9,293.73,96.77,0
Airbag,M-669,77.58,2.62,142.57,24.35,199.81,0,34.8,287.82,87.09,0
Seat Belt,M-692,94.59,3.27,207.44,13.5,192.74,2,71.35,113.05,87.48,0
Occupant Safety,M-357,27.33,3.46,80.49,17.05,82.14,3,86.3,131.65,82.46,0
Seat Belt,M-579,30.66,0.8,186.23,7.13,145.33,0,36.54,346.48,97.28,0
Seat Belt,M-921,58.65,4.81,175.67,46.51,107.63,3,25.35,389.29,91.23,1
Occupant Safety,M-522,54.11,3.65,134.34,36.38,174.61,2,36.96,110.16,99.62,0
Occupant Safety,M-891,77.04,2.12,185.26,28.55,88.41,0,66.9,296.06,95.5,0
Occupant Safety,M-931,27.76,3.96,187.46,19.66,89.24,4,69.22,148.47,93.85,0
Occupant Safety,M-231,51.07,2.1,72.03,37.97,157.18,0,67.44,83.96,84.68,0
Steering,M-917,73.19,0.37,223.5,17.93,109.25,0,57.49,329.69,86.42,0
Steering,M-476,88.28,0.74,228.11,17.51,106.86,3,28.05,264.74,93.41,0
Airbag,M-145,40.55,2.14,162.97,48.65,117.96,1,55.76,210.68,85.44,0
Airbag,M-356,50.24,4.29,58.03,19.2,51.55,1,55.38,187.32,95.93,0
Occupant Safety,M-415,87.58,4.68,54.12,11.23,193.02,4,54.7,65.96,84.99,1
Occupant Safety,M-913,30.36,2.48,224.55,46.44,192.51,3,42.93,224.97,90.32,0
Steering,M-693,53.92,0.74,82.91,34.31,113.65,0,51.5,155.55,80.04,0
Steering,M-692,70.85,4.61,191.5,42.65,182.21,4,54.03,158.87,87.17,1
Steering,M-842,50.28,0.72,57.33,23.13,65.14,0,65.76,296.8,86.33,0
Seat Belt,M-368,31.1,4.99,211.24,22.29,85.44,3,30.18,350.43,86.0,0
Seat Belt,M-921,77.67,3.17,230.77,48.44,167.08,5,36.73,231.13,96.51,0
Airbag,M-475,78.88,0.92,135.99,21.13,155.84,0,60.24,346.51,83.36,0
Occupant Safety,M-987,28.92,3.28,173.75,45.26,54.12,7,23.59,149.97,97.08,1
Airbag,M-824,50.41,0.6,105.51,40.08,194.33,1,71.68,333.64,82.46,0
Airbag,M-729,25.36,2.25,195.29,22.67,138.62,0,73.86,305.13,91.75,0
Airbag,M-669,97.57,1.71,235.86,27.55,190.56,3,80.76,394.3,96.59,0
Steering,M-614,51.14,2.98,69.2,10.44,92.13,0,30.5,211.55,88.22,0
Airbag,M-772,32.85,0.31,87.73,11.6,79.42,0,89.83,348.94,80.92,0
Seat Belt,M-237,46.4,4.88,67.51,44.01,164.99,4,30.63,303.01,94.68,1
Airbag,M-451,59.61,3.4,78.81,21.83,96.48,2,35.87,92.58,86.24,0
Airbag,M-663,76.02,4.37,51.71,49.22,188.36,3,46.59,329.01,98.28,1
Airbag,M-596,45.95,4.52,56.55,18.06,164.06,3,44.47,107.11,96.44,0
Airbag,M-630,78.28,0.43,235.87,5.12,59.14,0,35.51,388.86,91.92,0
Airbag,M-154,38.53,1.34,224.85,15.89,76.81,0,56.01,199.55,85.03,0
Airbag,M-718,54.28,1.04,177.29,40.7,104.99,3,34.32,360.91,92.54,0
Steering,M-931,45.88,1.07,99.65,14.01,102.5,0,57.54,142.05,87.28,0
Steering,M-408,42.59,3.89,216.38,21.84,95.29,2,39.84,257.12,96.2,0
Steering,M-382,25.82,0.89,191.35,47.75,179.23,2,42.83,87.07,90.0,0
Steering,M-780,45.81,2.17,127.95,7.87,65.02,0,49.89,356.89,86.15,0
Seat Belt,M-266,91.11,1.44,73.0,25.12,102.51,3,88.86,386.24,99.58,0
Steering,M-123,57.58,2.08,109.29,11.11,51.1,0,31.92,376.26,92.08,0
Seat Belt,M-860,98.95,3.47,94.83,47.66,71.94,8,58.29,133.59,81.01,2
Seat Belt,M-253,80.09,0.24,163.14,8.91,86.03,2,31.35,151.38,89.36,0
Steering,M-526,74.51,1.79,88.24,12.0,199.67,0,22.46,211.12,92.15,0
Occupant Safety,M-667,92.93,1.35,209.01,35.16,50.65,1,53.29,286.72,87.28,0
Seat Belt,M-843,51.29,4.69,230.68,47.01,169.83,3,88.93,146.61,92.86,1
Steering,M-254,33.59,3.69,140.31,17.3,105.45,3,63.31,67.58,90.72,0
Seat Belt,M-814,60.26,4.9,194.33,24.68,165.74,3,68.06,220.57,97.49,0
Airbag,M-162,53.92,1.9,123.48,33.92,97.23,0,72.5,179.77,87.12,0
Seat Belt,M-279,61.75,2.89,248.41,28.27,111.12,0,47.77,108.38,98.17,0
Occupant Safety,M-653,81.75,3.12,69.39,22.47,53.01,4,50.39,80.63,93.0,0
Seat Belt,M-687,80.64,4.01,87.17,20.24,105.62,4,53.97,186.22,93.73,1
Occupant Safety,M-438,65.89,3.54,190.36,12.52,184.35,4,23.4,337.74,82.81,0
Occupant Safety,M-303,52.52,1.5,239.23,37.34,64.29,0,26.41,222.77,99.63,0
Airbag,M-509,96.45,2.6,147.97,36.91,77.45,1,61.09,394.09,80.95,0
Seat Belt,M-792,27.15,1.84,50.88,14.88,62.32,0,37.39,327.35,96.77,0
Occupant Safety,M-627,48.86,2.85,197.68,22.7,60.14,0,46.49,61.52,84.94,0
Airbag,M-154,83.95,3.58,189.34,31.67,94.25,3,74.11,216.6,99.95,0
Seat Belt,M-618,93.62,2.62,135.65,6.2,101.91,3,29.92,370.82,85.23,0
Steering,M-931,67.59,2.54,81.49,49.42,105.85,3,72.43,344.6,83.95,0
Steering,M-643,58.86,2.47,141.84,39.58,67.27,0,74.75,248.39,97.2,0
Occupant Safety,M-878,81.75,0.14,211.9,27.54,114.32,3,32.24,150.53,91.56,0
Occupant Safety,M-269,73.17,2.09,110.89,11.83,169.02,0,63.01,146.06,92.69,0
Occupant Safety,M-259,58.02,0.3,55.05,33.43,92.12,0,80.26,123.55,86.82,0
Occupant Safety,M-334,45.89,4.28,78.34,33.71,181.0,1,36.54,239.64,80.32,0
Steering,M-382,46.03,0.13,188.13,15.77,102.66,0,39.88,104.83,88.94,0
Seat Belt,M-585,45.96,3.03,51.18,47.57,102.45,5,65.45,146.49,97.47,0
Steering,M-251,82.8,3.26,212.07,39.95,75.64,3,27.52,132.27,81.42,0
Seat Belt,M-682,85.04,1.5,148.25,15.1,176.22,2,82.65,242.03,92.63,0
Steering,M-441,58.42,1.44,87.35,7.72,165.06,0,55.61,250.29,86.76,0
Steering,M-310,84.54,3.04,148.4,45.34,140.84,8,68.7,160.11,96.41,2
Occupant Safety,M-857,83.47,4.82,199.75,12.59,92.36,7,67.04,63.34,93.3,2
Airbag,M-403,76.88,0.55,152.9,37.41,93.91,0,27.87,145.67,95.46,0
Seat Belt,M-928,44.97,4.19,52.89,23.3,148.61,2,88.41,377.55,92.89,0
Seat Belt,M-539,34.68,2.81,167.05,27.19,97.45,0,33.55,294.65,90.6,0
Airbag,M-703,45.94,1.49,156.28,35.26,167.1,0,82.83,385.02,84.52,0
Steering,M-428,29.44,4.39,88.76,19.79,69.6,3,39.21,54.6,90.14,0
Airbag,M-293,75.95,1.35,120.07,25.64,139.98,0,87.25,370.96,90.31,0
Seat Belt,M-612,70.74,1.3,115.48,35.94,193.68,0,20.48,353.03,87.78,0
Occupant Safety,M-939,56.67,1.12,125.64,15.44,138.49,0,47.73,108.6,95.13,0
Steering,M-693,37.56,4.39,65.41,19.61,70.63,1,28.28,171.16,89.81,0
Steering,M-558,26.57,0.52,141.4,45.14,116.17,1,64.2,398.61,85.28,0
Seat Belt,M-559,41.4,3.77,79.24,36.85,175.99,1,49.19,221.28,80.79,0
Steering,M-914,55.42,2.01,195.2,47.51,163.51,1,59.68,236.54,92.4,0
Steering,M-394,67.93,1.24,200.11,44.57,197.48,2,77.98,387.87,83.56,0
Steering,M-487,87.36,3.3,67.88,30.67,64.65,3,68.96,116.5,92.26,0
Steering,M-322,66.53,1.67,63.89,17.56,199.9,0,37.35,369.09,82.59,0
Steering,M-357,95.4,2.32,158.27,35.15,79.11,3,52.88,332.27,87.0,0
Airbag,M-583,31.85,0.19,230.3,9.62,55.21,0,55.12,160.3,84.31,0
Occupant Safety,M-511,81.37,0.73,143.8,20.83,165.06,1,68.63,165.86,88.61,0
Occupant Safety,M-930,33.83,3.63,233.05,24.77,71.49,2,74.84,212.4,89.57,0
Airbag,M-382,33.14,3.05,141.2,15.52,198.71,1,85.88,388.88,81.44,0
Steering,M-553,30.46,1.28,245.74,15.57,109.01,0,80.41,321.01,90.14,0
Airbag,M-699,69.82,2.33,150.25,27.53,86.47,0,31.61,126.11,92.96,0
Seat Belt,M-341,66.52,3.77,136.35,9.98,132.73,3,63.17,307.39,91.34,0
Seat Belt,M-679,93.75,2.66,169.93,24.09,157.13,2,89.99,95.65,90.76,0
