component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Seat Belt,SB-104,35.72,1.23,118.01,20.86,91.71,0,34.01,121.77,93.3,0
Airbag,AB-104,72.94,2.25,268.33,28.12,83.41,0,68.96,149.38,94.22,1
Occupant Safety,OS-113,42.36,1.5,90.96,21.18,135.9,3,39.47,163.22,88.78,0
Seat Belt,SB-118,33.97,1.41,89.62,17.13,152.52,0,65.97,96.57,99.2,0
Occupant Safety,OS-102,51.75,1.68,127.64,23.54,121.27,0,71.33,248.87,98.41,0
Steering,ST-118,46.53,2.17,157.41,29.52,60.37,0,66.19,266.55,99.67,0
Airbag,AB-114,47.68,1.66,203.9,29.96,101.52,0,32.78,126.2,97.25,0
Airbag,AB-124,67.41,2.16,183.03,17.48,91.93,0,52.18,189.53,98.8,0
Occupant Safety,OS-105,55.6,3.36,113.15,18.64,103.35,4,48.0,124.57,86.19,1
Seat Belt,SB-113,37.95,1.91,115.57,16.99,126.12,0,68.08,108.57,92.89,0
Seat Belt,SB-119,35.38,2.45,87.53,21.58,178.36,0,35.9,94.48,98.53,0
Occupant Safety,OS-102,44.75,3.49,152.98,27.72,85.12,3,41.85,133.39,85.15,1
Steering,ST-106,80.94,2.45,149.52,34.12,90.27,2,53.32,343.05,93.47,0
Steering,ST-109,57.42,2.14,123.8,21.59,114.73,0,65.35,381.33,95.14,0
Seat Belt,SB-120,35.05,1.68,99.91,24.45,105.15,0,39.07,111.38,99.0,0
Steering,ST-112,53.49,1.46,103.06,35.95,102.88,0,77.27,258.64,90.6,0
Occupant Safety,OS-122,58.55,1.4,147.75,28.31,130.93,3,65.51,196.42,94.63,0
Seat Belt,SB-120,38.85,1.51,84.86,21.06,118.93,0,42.4,136.74,99.18,0
Steering,ST-117,76.17,1.04,172.06,35.87,65.62,2,41.45,293.5,96.01,0
Occupant Safety,OS-108,53.97,2.5,91.07,24.34,133.9,2,40.15,181.04,92.01,0
Occupant Safety,OS-107,36.92,3.23,133.33,23.21,79.48,2,55.66,190.31,85.71,1
Steering,ST-122,47.91,3.13,161.52,38.12,69.67,3,58.63,314.05,90.04,0
Occupant Safety,OS-101,36.79,1.49,153.12,23.49,85.92,1,68.34,149.72,94.35,0
Airbag,AB-117,74.52,1.62,202.45,20.2,147.0,0,46.94,173.86,90.23,0
Steering,ST-112,81.75,3.13,161.11,32.65,75.56,3,77.99,314.99,97.65,0
Occupant Safety,OS-107,39.93,3.07,124.5,15.74,112.19,2,52.95,133.35,96.32,0
Seat Belt,SB-107,55.04,0.99,93.57,19.29,115.29,0,56.75,103.7,95.41,0
Occupant Safety,OS-125,68.93,3.4,147.22,33.93,107.57,3,37.01,155.04,88.79,0
Airbag,AB-106,41.17,1.63,259.11,21.84,105.17,0,30.76,157.47,95.73,0
Seat Belt,SB-123,38.13,1.11,100.9,22.42,136.45,0,62.17,144.81,95.86,0
Occupant Safety,OS-104,55.23,2.3,111.59,22.22,121.13,3,44.96,178.28,89.88,0
Steering,ST-104,72.87,3.19,105.32,43.15,102.13,5,79.52,310.51,92.4,0
Occupant Safety,OS-110,64.46,3.16,127.97,27.2,92.06,5,64.82,236.46,95.23,1
Steering,ST-106,81.96,2.17,111.42,32.44,65.3,3,72.54,294.65,90.31,0
Seat Belt,SB-108,57.34,1.03,104.41,21.9,81.75,0,35.44,109.31,92.68,0
Occupant Safety,OS-104,49.04,1.1,145.1,19.91,72.15,0,52.82,123.97,97.73,0
Seat Belt,SB-115,55.68,1.95,95.03,20.74,155.89,0,34.38,124.27,95.09,0
Seat Belt,SB-106,37.28,2.35,105.55,15.86,85.17,0,40.13,124.02,92.57,0
Occupant Safety,OS-101,39.54,2.13,154.03,15.22,99.82,0,76.35,159.54,95.57,0
Seat Belt,SB-108,59.61,0.74,88.85,17.82,162.28,0,41.51,85.31,92.75,0
Airbag,AB-104,63.32,2.74,255.28,24.43,140.07,0,46.2,169.57,91.47,0
Airbag,AB-103,43.85,1.84,180.32,22.58,114.25,0,44.77,154.21,96.85,0
Occupant Safety,OS-111,50.61,2.55,120.85,27.86,87.02,2,33.05,141.58,95.24,0
Occupant Safety,OS-122,54.64,2.73,137.62,20.9,76.03,3,42.82,132.22,98.82,0
Airbag,AB-108,49.32,2.47,224.82,27.9,81.68,0,42.83,196.14,98.55,0
Occupant Safety,OS-117,37.48,3.42,131.71,28.25,63.64,5,50.57,239.59,86.11,2
Steering,ST-120,47.64,3.53,140.97,40.53,102.44,4,70.53,386.35,94.98,1
Airbag,AB-101,44.23,2.41,256.62,25.16,72.45,0,56.68,191.43,95.28,0
Airbag,AB-105,51.6,2.05,278.47,15.59,82.62,0,70.43,180.89,97.72,0
Airbag,AB-107,42.81,1.84,236.76,24.79,137.87,0,41.68,134.61,90.03,0
Occupant Safety,OS-119,36.18,2.41,149.0,33.74,117.61,3,79.94,122.74,89.65,0
Occupant Safety,OS-102,61.93,1.21,150.57,32.95,92.18,1,60.48,160.77,92.53,0
Seat Belt,SB-125,45.6,1.44,110.88,19.3,137.3,0,42.1,121.39,93.81,0
Occupant Safety,OS-107,37.35,3.15,157.84,20.32,63.0,4,75.67,232.35,98.52,0
Airbag,AB-106,45.42,2.81,207.68,17.5,64.18,0,33.99,185.57,90.12,0
Steering,ST-116,70.9,2.85,115.97,40.23,56.61,1,46.16,303.44,90.94,0
Airbag,AB-116,49.87,2.12,205.66,15.64,128.82,0,73.91,151.03,91.66,0
Seat Belt,SB-111,45.4,2.3,119.47,20.59,105.6,0,40.3,115.23,99.06,0
Seat Belt,SB-124,53.28,1.78,117.62,17.29,163.62,0,67.13,132.52,93.14,0
Airbag,AB-102,65.7,2.78,209.98,23.69,127.85,0,71.85,214.56,96.52,0
Seat Belt,SB-118,34.91,0.51,99.79,23.97,83.14,0,31.64,110.02,92.88,0
Seat Belt,SB-112,56.76,1.44,85.69,13.98,112.1,0,50.65,82.7,96.42,0
Airbag,AB-106,44.49,1.7,273.81,19.09,103.45,0,32.67,197.23,91.2,0
Occupant Safety,OS-107,56.53,3.41,145.41,19.27,130.05,3,40.3,158.21,92.3,0
Occupant Safety,OS-113,36.33,1.57,111.78,23.7,124.3,2,72.09,221.64,90.65,0
Seat Belt,SB-117,30.48,1.58,103.39,16.54,169.37,0,56.72,147.19,98.33,0
Steering,ST-115,59.23,1.11,106.88,23.06,70.08,0,63.86,284.89,98.62,0
Seat Belt,SB-120,50.54,2.4,87.12,13.19,136.95,0,49.21,130.43,96.33,0
Occupant Safety,OS-106,49.13,1.9,98.68,16.42,79.08,1,78.57,221.06,96.95,0
Airbag,AB-107,61.14,2.43,267.58,24.18,88.67,0,46.32,181.58,92.92,0
Steering,ST-102,56.18,2.35,153.65,44.34,58.44,3,74.24,332.27,88.53,1
Occupant Safety,OS-107,65.19,1.93,97.03,23.73,82.66,3,35.02,217.46,85.18,1
Seat Belt,SB-105,47.03,1.62,103.04,22.69,124.15,0,59.44,128.41,96.98,0
Airbag,AB-122,68.72,1.49,234.44,22.04,131.57,0,62.88,150.84,91.3,0
Steering,ST-115,55.91,2.09,116.26,38.24,67.05,0,48.09,385.65,93.74,0
Occupant Safety,OS-122,53.61,2.84,107.16,22.49,68.5,1,37.93,165.12,88.56,0
Steering,ST-121,50.58,3.49,158.54,39.17,96.87,4,41.74,362.72,97.82,0
Airbag,AB-108,59.83,2.44,182.71,21.36,139.19,0,37.22,182.33,95.6,0
Airbag,AB-122,62.61,2.61,291.72,28.17,107.09,0,32.01,157.72,94.93,0
Airbag,AB-104,49.7,1.6,242.57,27.98,102.17,0,69.0,159.93,97.2,0
Airbag,AB-113,43.34,1.79,222.59,18.84,145.27,0,33.12,147.95,97.86,0
Occupant Safety,OS-124,59.21,1.81,147.24,29.07,107.91,1,46.18,143.59,89.43,0
Steering,ST-125,63.61,1.13,172.17,27.49,98.43,0,56.05,263.77,96.34,0
Airbag,AB-114,51.13,2.21,248.31,18.89,149.75,0,52.44,197.64,92.59,0
Occupant Safety,OS-117,46.71,3.33,130.0,20.07,98.94,3,73.91,201.62,87.39,1
Seat Belt,SB-120,52.37,0.89,106.86,18.06,165.93,0,50.06,113.4,94.72,0
Steering,ST-125,47.31,1.92,171.38,23.26,77.85,0,64.79,342.56,96.75,0
Occupant Safety,OS-114,36.92,3.23,156.42,30.84,90.05,1,42.78,235.17,90.44,0
Steering,ST-125,45.01,3.69,177.03,29.9,75.62,2,39.19,250.59,98.0,0
Airbag,AB-114,53.1,1.97,299.59,16.49,67.05,0,71.12,151.52,99.6,0
Seat Belt,SB-115,43.0,0.73,117.71,24.22,135.44,0,54.64,95.35,95.29,0
Airbag,AB-123,46.26,2.14,293.28,28.33,144.52,0,49.59,162.8,99.37,0
Seat Belt,SB-119,30.27,1.44,83.61,16.35,106.91,0,38.54,116.54,93.43,0
Airbag,AB-107,59.11,2.52,226.16,26.77,64.69,0,60.78,170.35,91.6,0
Airbag,AB-119,42.24,1.3,205.42,23.92,108.75,0,53.32,171.01,99.7,0
Steering,ST-121,68.31,1.85,122.49,27.88,118.56,0,59.63,262.65,95.18,0
Occupant Safety,OS-114,66.78,2.39,100.14,27.99,67.59,0,61.75,123.98,96.62,0
Seat Belt,SB-116,39.04,1.4,80.3,20.77,131.96,0,33.01,113.59,99.48,0
Occupant Safety,OS-105,66.53,1.45,132.53,29.64,122.37,3,42.11,153.99,96.29,0
Steering,ST-105,55.93,2.51,106.85,36.42,115.02,0,32.45,260.97,97.21,0
Occupant Safety,OS-122,52.41,3.03,156.85,25.21,82.11,4,74.43,214.18,97.19,0
Occupant Safety,OS-122,65.52,2.05,119.08,31.02,96.21,0,53.97,203.74,94.44,0
Airbag,AB-114,45.39,1.41,233.97,18.2,87.07,0,42.34,121.97,98.2,0
Airbag,AB-110,63.49,2.73,199.69,26.65,133.9,0,63.34,213.93,99.3,0
Seat Belt,SB-121,56.08,0.87,82.52,12.83,114.87,0,64.26,80.55,92.64,0
Occupant Safety,OS-106,43.69,1.19,106.34,19.3,89.87,3,63.63,186.51,94.85,0
Occupant Safety,OS-125,45.77,3.49,95.68,31.41,119.61,6,41.55,196.57,98.11,1
Seat Belt,SB-103,35.36,1.77,82.33,24.84,114.9,0,33.15,98.5,96.52,0
Airbag,AB-107,58.88,2.32,289.92,16.28,62.11,0,44.69,152.72,95.1,0
Seat Belt,SB-123,55.22,0.78,110.26,13.42,121.1,0,65.39,116.09,93.17,0
Occupant Safety,OS-124,68.41,1.8,100.34,24.25,84.06,1,60.95,126.9,86.92,1
Airbag,AB-110,40.35,2.86,241.32,26.22,108.78,0,34.18,134.57,92.95,0
Seat Belt,SB-102,35.37,1.91,96.87,24.88,163.65,0,54.47,99.53,98.9,0
Occupant Safety,OS-119,36.73,1.21,140.12,19.44,106.18,1,70.46,248.35,93.43,0
Occupant Safety,OS-113,57.34,2.64,100.82,25.27,126.65,2,74.86,181.49,100.0,0
Occupant Safety,OS-119,41.01,1.55,128.2,30.74,76.17,2,43.83,164.88,96.14,0
Airbag,AB-110,43.96,1.99,286.93,22.67,97.47,0,44.58,195.36,96.53,0
Seat Belt,SB-113,59.37,1.45,84.81,14.68,105.35,0,51.16,95.66,98.42,0
Occupant Safety,OS-107,69.26,1.82,148.41,34.68,105.11,1,79.49,185.3,91.92,0
Airbag,AB-103,72.84,1.31,258.53,18.97,77.88,0,66.3,196.8,91.59,0
Seat Belt,SB-104,57.72,0.9,95.23,19.62,96.64,0,55.13,120.4,97.51,0
Steering,ST-104,73.79,2.61,149.41,23.5,90.26,0,43.07,360.31,97.57,0
Airbag,AB-112,48.81,1.58,250.96,28.87,140.62,0,61.85,166.82,90.93,0
Occupant Safety,OS-121,58.63,2.13,115.03,18.8,103.48,0,45.49,232.9,91.26,0
Seat Belt,SB-116,37.76,1.33,95.54,20.67,158.64,0,59.21,82.37,94.51,0
Seat Belt,SB-121,49.69,0.73,82.51,14.63,101.91,0,52.38,108.78,97.11,0
Occupant Safety,OS-112,51.89,1.15,133.35,22.41,76.38,1,51.39,223.08,86.05,1
Seat Belt,SB-125,49.23,1.53,111.25,16.3,110.57,0,63.31,131.98,92.47,0
Occupant Safety,OS-124,35.59,2.81,148.54,25.95,108.52,2,35.9,165.2,90.67,0
Occupant Safety,OS-119,57.42,2.84,111.65,25.57,72.99,0,38.82,249.68,95.81,0
Airbag,AB-102,41.16,1.25,248.76,24.88,63.33,0,38.88,123.23,91.59,0
Steering,ST-122,61.93,2.39,142.56,37.21,96.29,0,40.63,383.84,90.72,0
Seat Belt,SB-110,50.14,1.21,93.19,22.02,88.9,0,45.22,119.32,95.98,0
Steering,ST-113,71.58,3.42,138.63,38.54,91.26,4,43.65,251.69,93.78,0
Seat Belt,SB-115,49.68,0.73,104.78,17.3,137.88,0,58.12,120.34,98.81,0
Occupant Safety,OS-102,66.0,2.91,126.88,20.94,88.88,0,76.59,120.96,88.49,0
Seat Belt,SB-113,48.01,1.9,114.06,14.2,173.32,0,59.42,119.14,96.11,0
Airbag,AB-111,60.51,2.05,259.42,23.66,73.27,0,53.6,132.99,93.28,0
Steering,ST-109,46.84,1.95,157.5,25.37,69.0,0,43.47,335.03,98.48,0
Airbag,AB-119,70.13,1.13,286.43,23.1,70.54,0,53.32,150.9,96.09,1
Steering,ST-104,82.4,3.82,148.77,20.27,54.42,3,57.57,327.53,92.98,0
Steering,ST-125,72.4,3.32,126.83,42.63,52.76,7,55.21,360.21,92.6,2
Airbag,AB-106,62.57,2.89,215.31,15.54,94.32,0,55.26,194.52,94.93,0
Airbag,AB-122,60.51,1.0,211.14,23.98,89.08,0,36.39,190.53,94.14,0
Airbag,AB-119,67.91,2.22,297.43,17.67,127.2,0,73.47,171.11,90.5,0
Steering,ST-107,61.46,3.16,146.94,31.74,58.35,1,38.84,377.82,91.14,0
Steering,ST-121,63.93,3.76,172.28,37.28,119.24,1,49.18,339.0,88.92,0
Steering,ST-111,57.45,3.36,107.27,41.76,113.39,4,35.27,265.93,98.2,0
Occupant Safety,OS-113,57.32,1.99,139.47,27.79,99.65,2,71.72,182.56,97.16,0
Seat Belt,SB-125,45.81,1.41,117.82,22.47,147.36,0,65.39,128.23,92.84,0
Seat Belt,SB-124,32.86,0.99,101.72,20.91,153.92,0,69.02,132.18,98.55,0
Seat Belt,SB-108,57.26,1.12,91.98,10.88,178.7,0,55.82,107.95,94.51,0
Seat Belt,SB-108,56.92,1.19,101.54,23.25,131.54,0,52.46,114.25,93.56,0
Occupant Safety,OS-101,38.32,1.2,134.56,33.9,103.56,3,42.59,139.01,90.77,0
Airbag,AB-125,74.64,1.95,217.73,18.69,81.7,0,37.78,203.97,99.15,0
Steering,ST-118,57.78,2.53,106.62,43.11,84.43,3,59.0,388.78,88.31,1
Seat Belt,SB-119,43.6,1.74,113.03,24.76,152.8,0,68.54,107.29,93.12,0
Occupant Safety,OS-107,57.42,3.41,115.74,16.85,81.65,5,76.62,187.43,90.21,1
Airbag,AB-117,57.96,2.54,255.14,27.92,84.75,0,67.87,154.11,92.75,0
Airbag,AB-117,54.18,2.02,258.67,16.9,106.02,0,73.57,140.41,97.43,0
Airbag,AB-122,62.39,2.55,253.53,20.77,98.64,0,49.21,172.37,91.47,0
Occupant Safety,OS-110,68.2,2.12,129.09,32.76,75.42,1,44.18,123.05,93.27,0
Steering,ST-102,48.97,2.77,126.01,44.84,98.48,2,75.69,326.89,95.75,0
Steering,ST-105,75.01,1.21,148.48,30.21,81.26,3,35.46,324.69,97.21,0
Steering,ST-109,63.13,2.18,121.88,24.6,53.31,0,46.32,281.23,89.47,0
Occupant Safety,OS-124,39.02,1.75,142.04,22.07,105.59,3,41.34,127.78,93.28,0
Airbag,AB-117,54.44,2.41,215.06,28.21,126.25,0,42.34,144.44,91.22,0
Steering,ST-112,77.39,3.05,139.04,29.36,87.3,7,53.75,375.09,94.3,1
Airbag,AB-109,65.74,2.52,229.57,28.89,85.63,0,56.96,153.74,99.15,0
Seat Belt,SB-110,43.6,0.99,99.01,10.01,94.56,0,53.67,107.49,92.3,0
Airbag,AB-107,52.1,2.04,236.21,24.03,100.34,0,57.2,197.5,99.81,0
Steering,ST-110,77.96,1.74,133.11,23.83,116.83,1,72.83,317.57,97.33,0
Steering,ST-103,76.54,1.09,123.26,28.07,51.65,2,46.79,350.75,93.95,0
Steering,ST-117,47.41,3.11,164.36,27.28,63.66,2,78.15,337.08,92.68,0
Occupant Safety,OS-102,63.49,2.22,156.88,16.55,121.72,1,74.36,202.69,98.14,0
Seat Belt,SB-101,36.61,1.39,110.52,17.12,161.93,0,35.96,95.96,96.43,0
Steering,ST-118,74.7,1.27,151.77,44.65,75.47,2,78.03,314.98,90.55,0
Seat Belt,SB-111,51.39,0.73,96.36,20.14,93.02,0,47.53,88.63,94.22,0
Airbag,AB-101,65.53,1.3,232.36,19.45,77.13,0,68.29,143.59,96.56,0
Airbag,AB-110,42.81,2.13,244.81,27.42,68.84,0,73.72,214.84,91.15,0
Occupant Safety,OS-106,57.58,2.31,142.78,15.93,113.79,0,59.27,134.28,91.86,0
Airbag,AB-104,66.79,2.27,203.87,25.23,66.35,0,39.73,127.63,90.99,0
Airbag,AB-113,74.62,2.95,224.71,29.07,139.61,0,72.8,169.64,98.92,0
Airbag,AB-125,46.6,2.21,206.0,16.15,98.62,0,68.15,193.17,95.83,0
Steering,ST-104,59.88,3.68,142.67,23.68,79.55,1,32.91,334.1,89.9,0
Airbag,AB-121,66.91,1.11,246.55,21.69,100.2,0,47.99,187.89,96.0,0
Seat Belt,SB-108,37.87,1.42,82.53,11.25,93.42,0,43.0,109.06,98.99,0
Occupant Safety,OS-119,35.95,1.29,134.66,34.82,64.0,0,48.54,123.07,94.11,0
Seat Belt,SB-110,55.96,1.81,87.56,11.39,102.04,0,56.38,100.5,92.62,0
Airbag,AB-108,57.55,2.6,239.45,21.5,66.21,0,59.99,152.78,96.46,0
Seat Belt,SB-102,58.35,1.0,107.83,10.79,110.53,0,65.55,145.64,98.96,0
Seat Belt,SB-111,30.0,1.39,113.72,13.7,179.92,0,40.62,139.59,99.92,0
Steering,ST-117,76.5,1.13,149.23,38.45,58.27,2,54.04,327.36,99.42,0
Steering,ST-110,77.36,3.15,152.46,23.44,86.73,5,69.85,353.65,92.11,0
Steering,ST-125,55.11,3.74,151.25,44.36,105.47,6,35.53,360.96,89.61,2
Airbag,AB-107,48.05,1.27,276.78,24.05,119.86,0,33.93,133.45,90.82,0
Seat Belt,SB-120,55.52,2.3,118.35,16.64,135.14,0,55.43,80.37,93.76,1
Seat Belt,SB-125,44.78,0.57,90.51,15.27,86.91,0,47.66,120.3,98.69,0
Airbag,AB-103,62.47,1.17,193.18,29.62,127.78,0,38.02,131.69,91.61,0
Occupant Safety,OS-102,48.74,1.03,104.56,16.0,82.38,0,62.05,133.95,92.43,0
Airbag,AB-119,57.38,2.84,252.41,18.54,127.3,0,73.09,207.79,97.07,0
Airbag,AB-111,54.22,1.6,212.92,18.09,89.31,0,39.67,168.43,94.01,0
Airbag,AB-106,48.9,1.41,246.27,20.44,88.28,0,63.2,153.02,94.76,0
Seat Belt,SB-113,33.46,1.48,111.39,10.32,144.76,0,43.73,106.69,99.02,0
Occupant Safety,OS-125,42.92,2.27,149.51,32.94,69.09,1,57.15,227.04,99.48,0
Seat Belt,SB-125,41.8,1.92,117.03,19.93,145.71,0,39.45,133.32,99.66,0
Airbag,AB-113,59.7,2.52,228.8,29.08,118.86,0,41.6,203.41,96.46,0
Seat Belt,SB-112,50.39,1.86,104.84,22.77,91.0,0,38.39,145.0,97.89,0
Airbag,AB-104,46.02,1.88,255.12,16.48,96.47,0,46.61,214.5,97.24,0
Occupant Safety,OS-117,51.54,1.66,102.49,16.85,132.17,2,53.11,184.39,99.81,0
Airbag,AB-112,71.45,2.84,294.95,25.01,73.06,0,62.16,126.58,94.76,1
Seat Belt,SB-120,48.11,1.62,108.24,23.89,161.89,0,59.39,103.67,96.15,0
Airbag,AB-105,53.78,1.84,264.96,19.79,64.55,0,73.52,177.16,99.83,0
Steering,ST-106,72.76,2.21,102.66,26.35,83.99,0,66.93,384.78,96.04,0
Airbag,AB-109,46.57,2.22,182.59,24.55,63.62,0,69.4,125.67,97.38,0
Airbag,AB-107,57.47,1.16,294.96,25.27,141.76,0,50.09,200.06,99.37,0
Seat Belt,SB-108,39.91,1.28,103.6,16.48,161.48,0,47.32,104.8,98.09,0
Steering,ST-121,82.47,3.82,165.08,44.89,98.99,7,41.86,315.67,98.62,1
Airbag,AB-121,62.01,1.84,218.19,29.72,105.87,0,40.42,214.19,95.6,0
Steering,ST-103,74.36,2.31,146.03,24.38,110.06,0,40.74,297.33,94.14,0
Airbag,AB-111,49.26,1.78,260.3,23.85,71.0,0,65.72,157.31,97.45,0
Occupant Safety,OS-125,54.85,1.15,113.78,18.59,109.44,2,41.52,122.06,94.11,0
Seat Belt,SB-110,30.71,2.33,119.71,14.04,156.95,0,39.42,120.02,93.65,0
Occupant Safety,OS-117,40.34,2.39,109.97,24.05,81.7,2,78.82,153.94,95.56,0
Seat Belt,SB-123,33.95,1.74,114.72,21.38,93.97,0,48.22,142.31,94.18,0
Airbag,AB-107,67.04,1.96,298.92,23.34,70.72,0,53.05,194.72,96.23,0
Airbag,AB-124,47.5,1.24,205.74,28.98,100.11,0,43.63,198.71,94.46,0
Airbag,AB-112,48.39,2.13,235.89,25.55,124.88,0,52.47,125.56,90.16,0
Occupant Safety,OS-118,39.02,2.95,143.12,32.62,115.47,2,39.41,156.96,92.61,0
Occupant Safety,OS-116,47.11,2.36,90.21,26.08,114.64,0,36.72,196.08,86.37,1
Occupant Safety,OS-110,59.57,1.57,108.4,27.58,93.92,0,63.66,247.51,94.9,0
Occupant Safety,OS-121,62.71,1.86,123.54,19.47,78.99,1,41.39,162.8,88.5,0
Occupant Safety,OS-117,36.71,2.13,125.18,32.92,63.43,1,54.58,231.1,94.41,0
Airbag,AB-116,49.2,2.6,298.44,28.33,147.61,0,31.67,194.29,93.66,0
Occupant Safety,OS-121,60.42,1.38,111.13,25.69,88.44,3,41.54,165.84,98.81,0
Seat Belt,SB-101,32.34,0.98,104.62,11.84,141.46,0,54.48,132.72,94.23,0
Steering,ST-103,64.76,3.37,176.91,32.54,53.62,1,55.61,351.59,88.74,1
Steering,ST-110,72.87,3.6,134.34,23.03,92.83,2,43.08,369.5,95.04,0
Occupant Safety,OS-107,50.97,3.36,117.74,28.69,83.23,6,66.11,198.56,97.32,1
Steering,ST-124,77.47,2.59,125.15,38.57,96.34,2,51.72,360.23,97.77,0
Occupant Safety,OS-107,47.33,2.15,154.69,30.34,92.25,3,32.73,173.9,94.07,0
Steering,ST-111,72.23,1.21,115.47,42.57,86.63,1,49.24,377.58,91.69,1
Seat Belt,SB-122,44.99,0.8,84.12,20.84,140.26,0,38.9,94.93,97.29,0
Seat Belt,SB-121,33.61,1.73,111.12,19.47,148.41,0,68.61,114.72,96.72,0
Steering,ST-115,84.86,1.94,131.21,42.6,91.06,4,72.05,291.76,90.41,0
Seat Belt,SB-115,39.05,0.81,92.78,10.02,94.58,0,62.29,104.16,98.35,0
Steering,ST-117,78.06,1.66,107.06,28.65,71.42,3,65.54,351.18,94.66,0
Seat Belt,SB-123,59.09,0.65,106.18,16.54,169.4,0,42.73,87.06,99.55,0
Steering,ST-113,84.83,1.94,175.29,41.06,65.7,4,38.48,316.6,94.0,0
Seat Belt,SB-109,51.23,1.75,115.82,21.54,98.71,0,53.69,117.64,99.13,0
Seat Belt,SB-124,54.47,1.2,105.86,12.86,87.68,0,67.1,105.01,94.87,0
Steering,ST-102,51.85,2.57,149.52,35.63,61.99,0,37.42,351.97,91.81,0
Airbag,AB-109,53.09,1.83,272.9,17.14,71.16,0,52.99,144.75,94.62,0
Steering,ST-109,45.88,3.4,102.21,21.51,102.36,3,47.31,393.2,94.87,0
Airbag,AB-121,53.3,2.49,262.34,29.06,68.17,0,51.56,189.99,90.3,0
Occupant Safety,OS-113,44.96,1.53,159.99,25.79,74.46,0,65.19,201.37,89.95,0
Airbag,AB-116,68.68,2.64,196.28,29.43,63.66,0,71.71,168.87,92.08,0
Seat Belt,SB-119,52.23,0.77,111.81,14.54,125.03,0,44.67,120.01,92.44,0
Seat Belt,SB-124,53.17,0.72,96.58,13.39,87.59,0,39.34,86.59,93.75,0
Airbag,AB-103,53.73,1.24,196.53,20.5,66.97,0,30.53,189.05,96.23,0
Airbag,AB-115,73.16,1.39,283.6,29.62,92.59,0,48.39,166.39,99.88,1
Steering,ST-117,56.62,2.72,117.44,40.09,99.07,2,55.5,295.58,95.37,0
Seat Belt,SB-104,50.7,0.97,90.89,13.2,93.56,0,45.95,109.59,93.07,0
Airbag,AB-120,74.6,1.41,256.66,25.91,103.84,0,59.62,162.02,96.83,0
Steering,ST-113,62.33,3.74,132.25,37.58,102.71,3,74.19,376.84,95.96,0
Airbag,AB-115,40.71,2.08,192.79,26.67,86.4,0,45.29,123.37,95.96,0
Steering,ST-102,84.48,2.87,159.18,34.55,89.89,2,59.94,262.04,90.32,0
Steering,ST-103,60.37,3.04,121.17,21.18,61.07,4,66.42,346.43,99.47,0
Seat Belt,SB-106,50.22,2.15,90.25,19.05,112.84,0,43.59,81.49,98.98,0
Steering,ST-115,72.34,1.46,138.43,35.54,65.27,0,35.07,263.72,96.79,0
Airbag,AB-118,46.65,2.88,220.62,26.01,87.65,0,39.16,160.01,97.59,0
Seat Belt,SB-104,46.03,0.86,98.32,13.64,119.47,0,36.11,87.93,99.52,0
Steering,ST-112,49.27,1.5,164.21,32.39,98.12,0,74.81,285.12,98.81,0
Seat Belt,SB-103,56.16,0.58,90.26,10.52,93.52,0,39.05,149.75,95.63,0
Airbag,AB-106,64.86,1.27,296.16,21.15,136.04,0,45.22,158.93,98.21,0
Steering,ST-125,49.65,1.13,163.77,33.31,66.99,0,66.17,297.55,93.65,0
Seat Belt,SB-117,48.88,2.28,94.18,10.97,128.81,0,57.66,119.07,94.01,0
Seat Belt,SB-119,59.08,2.12,114.27,10.4,168.04,0,31.51,113.56,93.74,1
Airbag,AB-102,65.82,1.05,219.53,19.2,94.29,0,31.61,122.45,92.36,0
Steering,ST-104,84.34,3.99,104.24,43.34,91.91,4,71.97,351.14,92.01,1
Steering,ST-117,72.02,2.7,115.05,30.53,61.31,0,53.15,283.77,97.98,0
Steering,ST-112,66.67,2.79,170.11,28.51,90.63,0,58.31,359.22,89.12,1
Airbag,AB-105,40.98,2.07,216.25,18.05,134.65,0,45.48,170.0,91.06,0
Steering,ST-120,66.26,2.91,161.33,43.23,91.32,3,37.69,342.71,90.79,0
Occupant Safety,OS-111,62.74,1.12,157.4,20.52,82.52,2,35.71,215.6,92.49,0
Airbag,AB-113,49.51,1.91,194.58,18.18,71.88,0,41.82,183.47,90.28,0
Airbag,AB-124,45.79,1.3,226.57,28.58,69.86,0,72.71,213.1,93.42,0
Occupant Safety,OS-123,51.35,1.98,118.4,16.45,104.23,1,65.05,157.56,92.88,0
Steering,ST-110,56.17,3.02,178.11,41.53,56.0,5,47.15,325.92,92.96,0
Steering,ST-114,71.61,3.17,150.72,38.68,105.34,4,46.9,278.02,98.52,0
Steering,ST-114,75.07,2.28,106.74,38.74,104.72,3,79.46,259.25,97.34,0
Steering,ST-124,66.6,3.06,146.94,24.32,79.45,2,65.83,316.71,90.95,0
Occupant Safety,OS-122,44.44,2.93,156.61,26.64,139.37,2,73.01,171.46,90.02,0
Steering,ST-121,45.81,3.45,143.5,20.49,99.79,2,42.76,385.85,93.61,0
Airbag,AB-120,63.59,2.94,261.51,18.21,138.23,0,30.59,124.5,99.79,0
Steering,ST-116,66.04,2.67,147.75,22.37,76.26,0,32.65,397.25,88.65,1
